	logFC	AveExpr	t	P.Value	adj.P.Val	B
RAB3IP	1.1682491238	4.1769179162	3.3986020304	0.0007494949	0.0030202589	-1.3232296513
FRZB	-1.16817815	1.9441567861	-3.3975746516	0.0007522303	0.0030276245	-1.2577339718
GGH	1.5717838824	4.5163208935	3.3965915808	0.0007548564	0.0030366062	-1.2703165087
IRF5	1.3884280097	4.390470011	3.3963790944	0.0007554252	0.0030379827	-1.3244753432
ADGRG1	1.0138184151	7.0466625302	3.3963012135	0.0007556337	0.0030379827	-1.6042570782
SH3BGRL2	-1.1121969042	4.0377089382	-3.3898436828	0.0007731145	0.0031046874	-1.59470673
CCL11	-2.1906076199	0.4934084385	-3.3883854015	0.000777114	0.0031189544	-1.0258991789
RPLP0P2	2.0770233225	0.1824951515	3.3858590193	0.0007840884	0.0031369576	-0.8039258304
ZNF677	-1.4143957215	1.2700317543	-3.3857843128	0.0007842956	0.0031369576	-1.236774293
ADAM19	-1.5926449266	3.6125274096	-3.3844918003	0.0007878871	0.0031495185	-1.5246493387
CD37	-1.3909691385	2.4969897181	-3.3837740598	0.0007898882	0.0031557106	-1.3877248782
SGSM1	-1.6075285243	0.1267410352	-3.380165692	0.0008000202	0.0031916233	-1.1238642223
LONRF3	-1.1581030325	-0.0006276601	-3.3798451577	0.000800926	0.0031934123	-1.0432980381
ACAP1	-1.0209587908	2.5482002217	-3.3793942605	0.0008022019	0.00319758	-1.397072627
RP11-390P2.4	1.0440206387	0.8522158762	3.3786323409	0.0008043622	0.003204368	-0.9170992033
MFGE8	-1.1102476595	5.5041685672	-3.3762442683	0.0008111684	0.0032250411	-1.6696152539
ASMTL-AS1	1.472382587	1.2425340026	3.3760695865	0.0008116683	0.0032261102	-0.9549982018
APLN	2.1369149964	1.5191570161	3.374715662	0.0008155531	0.0032378642	-0.9226254714
SCD5	-1.3913275597	2.5488736697	-3.3738641473	0.0008180052	0.0032466763	-1.3979588537
TMEM238	1.6201099178	1.9289726057	3.3718532163	0.0008238234	0.0032651281	-1.0009100902
MST1	1.3923210038	2.2541662934	3.3684712238	0.0008336954	0.0032986367	-1.1041919653
RP13-104F24.2	1.1359712119	1.8672039116	3.3662433846	0.0008402585	0.0033206529	-1.0909962015
BIRC3	-1.4313476273	3.5966785589	-3.3655948015	0.0008421782	0.0033259818	-1.6274338913
SYNGR1	-1.2920323947	3.6966223207	-3.3655624889	0.000842274	0.0033259818	-1.6438235721
ZNF606	1.0974813072	2.7194744875	3.3650955335	0.0008436588	0.0033305082	-1.2177010186
ZNF471	-1.4587214234	0.7719874776	-3.3640046987	0.000846902	0.0033414221	-1.2433116641
SEMA3F	1.1012562525	6.5330486827	3.3630362373	0.0008497911	0.0033509273	-1.7100856299
TPM3P9	1.1159422278	2.3327842972	3.3626325093	0.0008509983	0.003353793	-1.1398630011
RP3-523K23.2	2.3324099392	3.1859050515	3.3615709417	0.0008541799	0.0033644326	-1.1095350428
TLR4	-1.076503014	2.289601819	-3.3612358255	0.0008551866	0.0033674478	-1.4598338819
ABCC4	-1.0197611092	3.6453674563	-3.3593966268	0.0008607311	0.0033864155	-1.6757104063
MAFG-AS1	1.4950002605	1.4612350239	3.3577275722	0.0008657917	0.0034044071	-0.988907493
NAT14	1.1088105117	3.6936465511	3.3574219684	0.0008667213	0.0034071029	-1.367555341
G0S2	-1.5773384026	2.4606335247	-3.355266649	0.0008733038	0.0034278232	-1.4887846196
GRHL2	2.1835361196	5.3180748586	3.3520546148	0.0008832	0.0034575435	-1.4486366842
LMNTD2	1.3665424782	1.073997649	3.3520329637	0.000883267	0.0034575435	-0.9994721812
ALDH7A1	-1.7516402566	3.8191922609	-3.3516217677	0.0008845415	0.003461562	-1.7152589417
KIAA1683	-1.279388586	0.6080289918	-3.350740614	0.0008872784	0.0034693554	-1.2533075319
EPS8L2	1.1281474161	6.3775772964	3.3498311562	0.0008901114	0.0034793836	-1.7438137842
DENND2D	1.0999443426	5.1264835323	3.3494239492	0.0008913826	0.0034815036	-1.6549067901
ANTXR1	-1.1132244679	5.8118302093	-3.3474862762	0.0008974548	0.0035013023	-1.7640769898
TNRC6C-AS1	1.2432956493	2.7364869564	3.3469420286	0.0008991672	0.0035054298	-1.2399071883
CAPN12	1.6437223258	1.0752421047	3.3418857556	0.0009152224	0.0035537405	-1.0137885581
KIF3C	1.0090600552	4.1647433848	3.3407730869	0.0009187911	0.0035656143	-1.493676064
CSF1	-1.2405227708	4.2300645452	-3.3405354728	0.0009195549	0.0035675868	-1.7495227985
TRO	-1.2894251869	1.2911036666	-3.3384183855	0.0009263861	0.0035920937	-1.3169222612
MAST1	1.8980103266	0.1894166136	3.3376584816	0.0009288496	0.0035986479	-0.9651397905
PI4KAP2	1.5492402155	2.0615326309	3.3375630414	0.0009291594	0.0035988497	-1.1732255513
ANXA5	-1.0326690045	6.7427500133	-3.3372565209	0.0009301552	0.0036017073	-1.7805220566
EPS8	-1.0552081049	5.1335239784	-3.331122426	0.0009502914	0.0036685749	-1.8165923878
FRY	-1.2922969274	4.0610111899	-3.3306144281	0.0009519771	0.0036729637	-1.8035752584
IGSF9	2.5238655595	4.4140022136	3.3268215588	0.0009646507	0.0037126291	-1.3521651374
RP11-334C17.5	1.4166003555	1.8574789817	3.3260406502	0.0009672795	0.0037217205	-1.1786103421
SLC29A2	1.5881243996	2.9867592614	3.324551662	0.0009723103	0.0037385458	-1.2790094074
CLCF1	-1.2009894416	2.3514198002	-3.3179061448	0.0009950615	0.0038118089	-1.5442490253
LY86	-1.4157448539	0.5008628733	-3.31530256	0.0010041091	0.0038380442	-1.2679928352
CDCP1	1.3622896092	5.4881675277	3.315183558	0.0010045245	0.003838581	-1.7287778911
IPCEF1	-1.0905552605	0.4579449186	-3.31313204	0.0010117102	0.0038639248	-1.3086195797
PLEK2	1.8978603006	3.8612913583	3.3123884626	0.0010143264	0.0038707405	-1.4238011958
CD52	-1.3527179135	2.3528467398	-3.3117077877	0.0010167268	0.0038788407	-1.6181165135
IFNLR1	1.5884782676	2.24083014	3.3105070151	0.0010209743	0.003893981	-1.265542787
GNE	-1.042193454	3.9835522866	-3.3095226011	0.0010244687	0.0039051753	-1.8255541777
GFOD1	-1.0603129026	2.9956389489	-3.3067730276	0.001034288	0.0039329423	-1.7069217991
POU2AF1	-1.7345778123	1.2850490551	-3.3057252442	0.0010380529	0.0039451094	-1.4645119191
ZNF841	1.002209826	3.0107346443	3.3026521294	0.0010491685	0.0039808531	-1.4972951212
ARHGEF19	1.1969632333	4.6204993137	3.3006904378	0.0010563217	0.0040058175	-1.7142315212
MOCOS	1.0385884942	3.850651056	3.2998306265	0.0010594713	0.0040166704	-1.5733109408
NMNAT3	-1.3788620868	0.7043847555	-3.2990865819	0.0010622038	0.0040248443	-1.4159361121
P3H4	1.0818137768	4.4983219765	3.2988529408	0.0010630632	0.0040270079	-1.6529211229
RP13-554M15.7	1.1370149452	0.3569972892	3.2965837041	0.0010714437	0.0040513452	-1.1381226591
COL1A2	-1.7262410265	9.4134262588	-3.2960693318	0.0010733519	0.0040571771	-1.7844252543
SEMA3B	-1.3432196623	3.1812090053	-3.2946228353	0.0010787348	0.0040753178	-1.8261567969
IL7R	-1.667692006	2.4840414771	-3.2919733185	0.0010886597	0.0041105884	-1.6663156188
CDCA7	1.6324255807	3.3215017332	3.2900756168	0.0010958204	0.0041331552	-1.4400364402
C1orf162	-1.1679412218	2.0348482456	-3.2888006925	0.0011006557	0.0041457933	-1.5714622194
LINC01089	1.2112674571	2.5161026391	3.2876339031	0.0011050982	0.0041591608	-1.436916432
TRIM2	-1.078551324	4.2452048331	-3.2870291286	0.0011074074	0.0041667286	-1.9393222138
HCST	-1.3339375249	0.5687860634	-3.2862589216	0.0011103548	0.0041766928	-1.3868688406
C10orf35	1.1335161721	2.7767614918	3.2843640487	0.0011176369	0.0042018213	-1.464788167
ARVCF	1.1828827905	3.6251357092	3.2837777203	0.0011198992	0.0042080604	-1.6419369907
ZNF853	-1.1600087365	2.5806272406	-3.282231996	0.0011258836	0.0042273197	-1.7591601075
PLPP1	-1.0159558195	5.0265780567	-3.2816233756	0.001128248	0.0042348166	-1.9737080799
MAF	-1.231376963	4.1690745403	-3.2790755771	0.0011381962	0.0042653336	-1.9484311055
PIM1	-1.0327599772	6.6659809639	-3.2748822	0.001154747	0.0043204	-1.9678892282
BST1	-1.2879958076	1.8640079277	-3.2721435521	0.0011656765	0.0043542912	-1.6348759318
XYLT1	-1.2459047205	2.7963376406	-3.271430443	0.0011685381	0.0043591497	-1.8018323385
CNTLN	-1.2697883284	1.7099563002	-3.2624848298	0.0012049935	0.0044819723	-1.6224889108
LPCAT1	1.018418475	6.0656068528	3.2601521574	0.0012146715	0.0045119603	-2.0185397736
EFNA1	1.1382905228	5.7534204007	3.2581560985	0.0012230102	0.0045368999	-1.964390917
MKRN2OS	1.8778313701	1.2607805628	3.2566555367	0.0012293138	0.0045554428	-1.2899227776
PRTFDC1	-1.2428324941	1.6196767972	-3.2538480829	0.0012411884	0.0045970063	-1.6155072959
PALMD	-1.1823122828	3.1711241662	-3.2504964814	0.0012555038	0.0046463292	-1.9407790996
LINC01176	1.2458736415	0.7653973584	3.2468163673	0.0012713986	0.0047039053	-1.3189340063
PIK3CG	-1.3567803167	-0.1231498811	-3.2447646961	0.0012803407	0.0047344803	-1.4216510347
WDR76	1.1195391971	3.0303458792	3.2436186598	0.001285361	0.0047492712	-1.6022217362
ZNF675	1.2043783653	2.5351599985	3.2403371814	0.0012998368	0.0047976796	-1.5489867464
FBLN1	-1.8139221661	8.1742906103	-3.2399931346	0.0013013633	0.0048020443	-1.976641357
SGK494	1.2056859205	1.108852248	3.2390120722	0.0013057251	0.0048168665	-1.3851588657
RP11-465B22.8	2.6763827432	1.3096001517	3.2339011493	0.0013286682	0.0048885889	-1.3393628186
CTC-260E6.4	2.0988735198	0.3868939292	3.2332822425	0.0013314718	0.0048963234	-1.2906026833
COX4I2	-1.0991496559	0.1329602312	-3.2328224014	0.0013335583	0.0049014146	-1.4980378665
CTA-384D8.36	1.0867053074	1.8276061781	3.232144155	0.0013366413	0.0049114534	-1.4858319109
GPT2	1.1050305315	4.6929849279	3.2304667699	0.0013442945	0.0049356782	-1.9557470644
RP3-406A7.7	1.6831540043	0.3765643587	3.2300253447	0.0013463153	0.0049392012	-1.3226810714
FAM198B	-1.0187132473	4.1351528412	-3.2272572621	0.0013590513	0.0049807433	-2.0769888695
TMEM147-AS1	1.0366406537	2.6631234115	3.22621795	0.0013638619	0.0049890707	-1.6364373704
FGFR4	-1.3736416546	0.8526485484	-3.2235073773	0.0013764826	0.005029941	-1.6117574598
RAB11FIP4	1.4340762756	4.8308187686	3.2197001229	0.0013943922	0.0050861805	-1.9463902244
ZNF726	1.9391898888	1.4701572567	3.218888976	0.0013982357	0.0050958948	-1.402000254
TLR3	-1.1291053124	2.1638862954	-3.2188300552	0.0013985153	0.0050958948	-1.8873378433
GSPT2	-1.2909820571	1.4440329598	-3.2168415707	0.0014079806	0.0051263712	-1.7676761727
ADAM8	1.5683439596	4.9930930003	3.2158482053	0.0014127313	0.0051396476	-1.9560693097
DNAH17	1.1114681427	1.3665397015	3.2152442293	0.001415627	0.0051475	-1.5045141927
CCL4	-1.6152194721	1.1456967462	-3.214827535	0.001417628	0.0051530225	-1.7042892749
VPS9D1-AS1	1.7123262015	1.5811178434	3.2147742989	0.0014178839	0.0051530225	-1.4553055637
DQX1	2.5140318252	1.3726677882	3.2144773193	0.0014193118	0.0051568699	-1.4038093093
DTX4	1.2844987625	5.5121074079	3.2109177371	0.0014365312	0.0052112977	-2.1283339295
LSP1	-1.5370924378	4.8458559096	-3.2038090469	0.0014714992	0.0053146777	-2.2178391497
FEZ1	-1.1148679605	2.9562214163	-3.1999721422	0.0014906988	0.0053710027	-2.0833742891
TLR1	-1.3134568076	0.5495587813	-3.1999240757	0.0014909408	0.0053710027	-1.6364069957
AMOT	-1.5227720646	2.0104465447	-3.1946704954	0.0015176093	0.0054502004	-1.9707148633
OLFML2A	-1.1091532208	4.267121058	-3.1941035103	0.0015205137	0.0054578234	-2.2092481307
TGM2	-1.7667370443	6.502751032	-3.1937344093	0.0015224072	0.0054632156	-2.2265387919
NEDD9	-1.1151767841	5.0129849639	-3.1923719972	0.0015294153	0.0054827279	-2.2540827724
COMTD1	1.1602353814	3.6800885395	3.1915459701	0.0015336787	0.0054923714	-1.8744856338
ARHGAP8	1.5931507369	0.0717580237	3.1881864834	0.001551132	0.0055363562	-1.4251127924
DHRS13	1.1638825444	2.5562520404	3.1857945014	0.0015636705	0.0055711997	-1.7363124212
DSG2	1.1721323415	6.4608522298	3.1848563647	0.0015686137	0.005587386	-2.2579107446
DUXAP8	2.8016948353	0.850542274	3.1825702237	0.0015807202	0.0056245584	-1.4378020789
DOCK10	-1.2245919832	1.7778725446	-3.182435495	0.0015814364	0.0056245584	-1.8752261746
ADAM23	-1.4942262068	0.8392555792	-3.1808181041	0.0015900572	0.0056507937	-1.7631233125
HOXA13	-1.3665524626	2.4787675172	-3.1756400893	0.0016179493	0.0057367766	-2.1267233469
THEM6	1.1704668159	5.5930608183	3.1750080089	0.0016213849	0.0057460399	-2.2584105624
NXN	-1.2784330413	4.7323405478	-3.1745191083	0.0016240469	0.0057540133	-2.3005527535
TBXAS1	-1.2373104933	2.0241405318	-3.1733879224	0.0016302214	0.0057714964	-1.9431865277
SPATA17	1.4936954311	0.4121948331	3.1713452333	0.0016414264	0.0058082203	-1.5020819682
ABLIM2	-1.2561752489	0.2504633093	-3.1711403383	0.0016425543	0.0058101212	-1.7055145982
ABCA3	-1.3006657702	1.9881339624	-3.1637705946	0.0016836005	0.0059364026	-2.012923269
HCG11	-1.2658882505	1.1379766575	-3.1610009944	0.0016992693	0.0059901282	-1.8786085154
NMB	1.2050217193	3.1368503546	3.1608612369	0.0017000636	0.0059914153	-1.8687471359
STMN3	-1.1783997685	3.117608715	-3.1590420546	0.0017104331	0.0060218803	-2.1780647509
ZSCAN18	-1.2286192023	3.4489723901	-3.1584848689	0.0017136208	0.0060285429	-2.2730601719
MARVELD2	1.0454648603	3.7461284194	3.1575317115	0.0017190866	0.0060447256	-2.0015859198
S1PR5	2.5289741271	2.5316054355	3.1573457721	0.0017201547	0.0060469586	-1.6540618152
PRR7	1.1810611714	1.3697198786	3.1560858503	0.0017274084	0.006066349	-1.6464411972
NOV	-1.1824265506	0.7715339607	-3.1522322289	0.0017497705	0.0061217854	-1.8296336558
FAS	-1.0817169561	2.743236979	-3.1463291221	0.0017845442	0.0062262844	-2.1506575994
NRXN3	-1.7301479971	0.7973149907	-3.1457159777	0.0017881924	0.0062369565	-1.9691020912
C1orf106	1.9612103883	4.5748500972	3.1450891059	0.0017919294	0.0062473682	-2.018140428
MEIS3P1	-1.1374954833	0.2181695449	-3.1447844349	0.0017937482	0.0062521483	-1.7951215206
FER1L4	3.0365515831	5.7591353346	3.1432841244	0.0018027297	0.0062787517	-2.1415224076
FZD2	1.5678797601	2.4503879983	3.1396491725	0.0018246626	0.0063469807	-1.7542712544
CCDC78	1.4006603593	0.1433179473	3.1395858612	0.0018250467	0.0063469807	-1.5759479575
BIN2	-1.2485559519	1.2589291852	-3.1383829334	0.0018323605	0.006364807	-1.9231809422
RP11-776H12.1	2.1540521876	-0.068042842	3.1383787717	0.0018323859	0.006364807	-1.5660302914
TGFB2	-1.3793700175	0.7018386047	-3.137124511	0.0018400406	0.0063879878	-1.8788816151
HAGHL	1.3814505765	1.222903633	3.1349345043	0.001853477	0.0064285256	-1.6654486695
NBL1	-1.0989486649	5.5145972558	-3.1347542129	0.0018545871	0.0064304942	-2.4330258862
RP13-104F24.3	1.0862007646	2.3906567334	3.133439807	0.0018626993	0.0064506127	-1.8918937206
RP11-104N10.2	1.0807746729	0.7914448101	3.1331102015	0.0018647387	0.0064560739	-1.6854975129
GOLGA8B	1.6582823247	3.3057993744	3.1319419414	0.0018719836	0.0064763398	-1.9812300814
TINAGL1	1.3067837373	7.4735080777	3.1316957666	0.0018735136	0.0064800273	-2.440852841
IFFO2	-1.0126331759	4.400275336	-3.131401847	0.0018753418	0.0064844061	-2.4213331772
TRPA1	-1.7275371863	0.5455856157	-3.130993635	0.0018778836	0.0064887129	-1.9206598061
MYEF2	-1.5959070038	0.716828955	-3.1291237086	0.0018895679	0.0065226294	-1.9299199183
COL28A1	-1.5268523701	0.6176677311	-3.1274828855	0.0018998757	0.0065549703	-1.9867267836
STYK1	1.4921417756	2.5952087064	3.1245130469	0.0019186646	0.0066121664	-1.8867415717
CHSY3	-1.2007988092	0.1577247597	-3.1206146345	0.0019435882	0.0066876101	-1.7722159347
PTN	-2.2067597363	3.1719460991	-3.1195451184	0.0019504779	0.0067096631	-2.3409328938
RASIP1	-1.0868308838	3.2828431333	-3.1190149787	0.0019539013	0.0067197842	-2.3372496214
WIPF3	-1.3960745212	0.3613361847	-3.117630688	0.0019628666	0.0067406558	-1.8949858683
PAPSS2	-1.0330166738	2.8366536018	-3.1157941017	0.0019748197	0.0067767039	-2.2281699651
A4GALT	-1.0784693577	4.4918377548	-3.1126735068	0.0019952836	0.0068385234	-2.4864645493
CERKL	-1.0911639611	1.2364675368	-3.112481559	0.0019965487	0.0068411801	-1.9722087897
SNRPN	-1.1499440317	4.2871623251	-3.1081272872	0.002025446	0.0069282956	-2.4835209326
PDXDC2P	1.044768035	2.0035353208	3.1072551063	0.0020312804	0.0069465512	-1.9139759107
MMP19	-1.1091047648	3.1196470545	-3.1032355971	0.0020583693	0.0070237073	-2.3578591828
PXYLP1	1.0982396299	3.8728256153	3.0956960168	0.0021100805	0.0071765234	-2.2354517707
DAPK2	-1.0888213895	1.4249820131	-3.093942418	0.002122278	0.0072135753	-2.1074427205
MAL	-2.1146969143	1.9551208488	-3.0934569201	0.0021256664	0.0072233342	-2.3296806834
COL8A1	-1.4771452254	3.8382215319	-3.089741074	0.0021517658	0.0072978153	-2.4422259577
RP5-1125A11.7	1.1189777837	0.4314202848	3.0896047316	0.002152729	0.0072993092	-1.7582952838
PROSER2	1.4489612121	3.4076021919	3.0891387115	0.0021560243	0.007306934	-2.0877780576
ANPEP	-1.5312929803	2.8355775988	-3.0871856065	0.0021698857	0.0073485604	-2.3397077526
TMEM125	2.3369941958	2.2401543408	3.0856277025	0.0021810011	0.0073772573	-1.8534320825
OTUB2	1.0471345536	1.1255052497	3.0847013302	0.0021876354	0.0073979058	-1.8636515835
CTC-524C5.2	1.0805772858	1.1047394694	3.0832825333	0.0021978323	0.0074216039	-1.8788607912
AGT	-1.482740544	0.5329296248	-3.0827291561	0.0022018212	0.0074314793	-2.0774922251
MAMDC4	1.1543056285	2.3031884358	3.0802187961	0.0022200007	0.0074819863	-2.0188258035
CD53	-1.3662519271	3.1946083616	-3.0800825012	0.0022209916	0.0074835198	-2.430726247
RP11-423H2.1	1.1996634029	2.8710382838	3.0782458254	0.0022343853	0.007521389	-2.0942898006
CD4	-1.1324942004	4.0822563964	-3.0779055271	0.002236875	0.0075266989	-2.5547860245
C2orf15	1.4322423805	0.9518566254	3.0776225788	0.0022389471	0.0075312979	-1.82058344
CD3E	-1.4000195634	2.1139863623	-3.0770528679	0.0022431245	0.0075417161	-2.2833162892
HOXB6	1.9288496461	2.1318557453	3.0752468735	0.0022564144	0.0075809227	-1.9362672504
GOLGA8A	1.4956195626	4.2773107185	3.0748352413	0.0022594537	0.0075893076	-2.3373366921
BICDL1	1.4373766879	3.4657046606	3.0746926932	0.002260507	0.0075910197	-2.1461008479
ACVR2B	1.0274135864	3.3001940524	3.0685180462	0.0023065707	0.0077271226	-2.2395346347
NAALADL2	-1.3031145455	2.2640438945	-3.0654433881	0.0023298286	0.0077882203	-2.3712621626
ZNF772	1.0375826289	1.9404271419	3.0651571851	0.0023320044	0.007793628	-2.0401445751
CDH3	2.6324875421	5.5149253618	3.0640572958	0.0023403838	0.0078104157	-2.3499757883
RP11-268J15.5	1.1635426929	0.7373139329	3.0639538509	0.0023411733	0.0078111836	-1.8587113867
SLC40A1	-1.1500616066	4.5703635877	-3.061677321	0.0023586102	0.0078599701	-2.6387031397
GJA5	-1.3077923864	1.8346817032	-3.0586982124	0.0023816088	0.0079290424	-2.2368602301
CXADR	1.7223610422	5.6489512275	3.0571866725	0.0023933565	0.0079662542	-2.525118757
DST	-1.0345710549	6.5682353787	-3.055374955	0.0024075073	0.0080007115	-2.6450003393
PLPP2	1.3949121569	5.5759344216	3.0530758672	0.0024255755	0.0080504661	-2.555453669
CA9	4.2594658147	2.0120874814	3.0523946868	0.0024309527	0.0080648363	-1.8417293754
SPATA18	-1.1202281966	1.4816464775	-3.0518988871	0.0024348734	0.0080717325	-2.2353044444
BANK1	-1.1167785978	1.6529595575	-3.0490539881	0.0024574828	0.00813124	-2.2922589943
EPS8L1	1.7547733413	4.916316939	3.0483418928	0.0024631722	0.0081462041	-2.4512313455
THBS2	-1.7714352374	5.6650290004	-3.0470975374	0.0024731432	0.0081714384	-2.6911178091
CLEC11A	-1.1761343483	2.6698219415	-3.0461906579	0.0024804334	0.0081916488	-2.3790261077
MAP3K14-AS1	1.0634119255	0.5450459263	3.0455991466	0.002485199	0.0082054466	-1.9048794693
ANXA1	-1.5522180197	7.2545406829	-3.0425013667	0.0025102945	0.0082785173	-2.6451072121
RP11-196G18.22	1.1027264974	2.5796866696	3.0389333001	0.0025394882	0.0083649147	-2.1554769755
ETV1	-1.0776313197	1.5836415237	-3.0385799885	0.0025423959	0.0083686991	-2.2158305543
ZDHHC2	-1.1024826636	3.4389604869	-3.0371119946	0.0025545099	0.0084005231	-2.6386323326
TP73	2.2364440188	1.7015341693	3.0327367501	0.0025909298	0.0085022686	-1.9850646234
TM4SF1	-1.536562994	5.9922216341	-3.0324750557	0.0025931232	0.0085074669	-2.7307714349
GSTA4	-1.0473433507	2.6839509148	-3.0319763809	0.0025973076	0.0085171925	-2.4923457753
DUSP9	2.900247313	0.9118571058	3.0294818704	0.0026183322	0.0085780791	-1.9035884137
ADM2	1.8542834992	1.002763589	3.0292695993	0.0026201285	0.0085804103	-1.9130739756
DOK2	-1.3394913947	1.5127554559	-3.0277510461	0.0026330119	0.0086180838	-2.3073557298
P3H3	-1.1816327753	4.0111451184	-3.0271679453	0.0026379744	0.0086312921	-2.6631764916
NUDT16P1	1.0225255188	2.1464941235	3.0270590824	0.0026389018	0.0086312921	-2.1662418215
SCUBE2	-1.9512661595	3.4962900957	-3.0257394672	0.0026501677	0.0086631106	-2.7264567307
PLEK	-1.3777467864	2.2980189656	-3.0238750707	0.0026661597	0.0087061713	-2.4555950823
VAV2	1.0072706132	5.1201104996	3.0204356233	0.0026958945	0.0087868288	-2.6696017122
CAV2	-1.137778881	4.9714322982	-3.0190942242	0.0027075734	0.0088187188	-2.770286142
DUSP2	-1.2883549429	3.5994836934	-3.0188622287	0.002709598	0.0088232548	-2.7446630101
TNFAIP2	1.1603848688	7.9892547326	3.0176809409	0.0027199284	0.0088498781	-2.762854775
RP11-50C13.1	1.4166779419	0.9715918206	3.0133319655	0.0027582724	0.0089546053	-2.0112707547
ZNF761	1.0084106501	3.6757810434	3.01288819	0.0027622128	0.0089632298	-2.4497247618
ARNT2	-1.1322651595	2.0739820978	-3.0112175272	0.0027770935	0.0090017776	-2.5061228723
LRRC61	1.0052687534	3.5393642845	3.011192657	0.0027773156	0.0090017776	-2.4243493041
GPRIN1	1.7946553666	2.0245936255	3.0093756207	0.0027935847	0.0090482076	-2.03862584
TDO2	1.8894623425	0.975625118	3.0053557341	0.0028298882	0.0091530528	-1.9761090086
TNFRSF1B	-1.0057261683	4.5096362868	-3.0051968664	0.0028313318	0.0091556011	-2.7891461163
HOXA11-AS	-1.213581867	1.307723573	-3.0027922873	0.002853264	0.0092091147	-2.3781361439
